3,94650000000000
0,924767737975609
0,880669972372577
2,32342087753350
1,41484267335555
1,69781359569062
1,76453517826507
2,54743193699750
2,66170636473951
1,69263950296096
1,70939954252219
1,65896051987015
1,68601630520037
1,30659891615127
0,814401791979492
0,770982034117309
0,813003295699161
0,831817038646236
0,660848789494420
0,416668885218933
0,289092009574807
0,246743406032907
0,243563669492728
0,223644872216256
0,224039368573597
0,236128839837677
0,209380353261542
0,197755691031526
0,211825107052907
0,243054300585884
0,264933670944257
0,316798796039264
0,337739101439268
0,358914755500710
0,393691365159556
0,440230145692290
0,445637059274122
0,417457970976260
0,406916351139055
0,401660520656909
0,399141065288953
0,465150452404266
0,521139525791528
0,513834856972002
0,449625452032572
0,420372172090799
0,489871266436450
0,633641708806553
0,648997543392225
0,621407841610255
0,648602485367531
0,671738733893962
0,827629232542357
0,721510066465724
0,563242733416612
0,517169743999730
0,434451986353475
0,459032956243342
0,319597062013430
0,319901172731758
0,273100000000000
0,319901172731758
0,319597062013430
0,459032956243342
0,434451986353475
0,517169743999730
0,563242733416612
0,721510066465724
0,827629232542357
0,671738733893962
0,648602485367531
0,621407841610255
0,648997543392225
0,633641708806553
0,489871266436450
0,420372172090799
0,449625452032572
0,513834856972002
0,521139525791528
0,465150452404266
0,399141065288953
0,401660520656909
0,406916351139055
0,417457970976260
0,445637059274122
0,440230145692290
0,393691365159556
0,358914755500710
0,337739101439268
0,316798796039264
0,264933670944257
0,243054300585884
0,211825107052907
0,197755691031526
0,209380353261542
0,236128839837677
0,224039368573597
0,223644872216256
0,243563669492728
0,246743406032907
0,289092009574807
0,416668885218933
0,660848789494420
0,831817038646236
0,813003295699161
0,770982034117309
0,814401791979492
1,30659891615127
1,68601630520037
1,65896051987015
1,70939954252219
1,69263950296096
2,66170636473951
2,54743193699750
1,76453517826507
1,69781359569062
1,41484267335555
2,32342087753350
0,880669972372577
0,924767737975609
