0,768600000000000
0,431639700071181
1,43243983141283
0,831286787214592
0,603409675588558
0,547714770452931
0,381044152664411
0,598931268130718
0,422698242757217
0,338474251105901
0,149918083660137
0,258372817441468
0,0254133519084880
0,165814927780556
0,0800932995157040
0,0452568309652487
0,148888359594410
0,203422595624245
0,0923787883737535
0,127225509837261
0,220637462820800
0,231648628947574
0,174485059472629
0,219606463829145
0,270158633429702
0,221465242353459
0,218648194351693
0,255957092499687
0,254038716210273
0,207790483970444
0,239771975009591
0,260939641019558
0,201798018409879
0,176123933169277
0,213336958480689
0,200390604624692
0,148127922907112
0,155762495951394
0,176005930309446
0,154320050646999
0,110192059605037
0,115974380546761
0,108553805714330
0,0880660897884643
0,0747638183999351
0,0814620110909552
0,0672135408922790
0,0332883404204999
0,0575954232851529
0,0144890992541136
0,0485393468401900
0,0583644400618636
0,0339930217928578
0,0929363016170559
0,0869378194101629
0,0426197399706625
0,0962905587952070
0,0379416989091592
0,0754501056664166
0,0425103173893964
0,0514000000000000
0,0425103173893964
0,0754501056664166
0,0379416989091592
0,0962905587952070
0,0426197399706625
0,0869378194101629
0,0929363016170559
0,0339930217928578
0,0583644400618636
0,0485393468401900
0,0144890992541136
0,0575954232851529
0,0332883404204999
0,0672135408922790
0,0814620110909552
0,0747638183999351
0,0880660897884643
0,108553805714330
0,115974380546761
0,110192059605037
0,154320050646999
0,176005930309446
0,155762495951394
0,148127922907112
0,200390604624692
0,213336958480689
0,176123933169277
0,201798018409879
0,260939641019558
0,239771975009591
0,207790483970444
0,254038716210273
0,255957092499687
0,218648194351693
0,221465242353459
0,270158633429702
0,219606463829145
0,174485059472629
0,231648628947574
0,220637462820800
0,127225509837261
0,0923787883737535
0,203422595624245
0,148888359594410
0,0452568309652487
0,0800932995157040
0,165814927780556
0,0254133519084880
0,258372817441468
0,149918083660137
0,338474251105901
0,422698242757217
0,598931268130718
0,381044152664411
0,547714770452931
0,603409675588558
0,831286787214592
1,43243983141283
0,431639700071181
