1,79480000000000
3,19680589958762
2,98444403489155
1,23611792875606
1,41574587113496
3,57346756726393
3,08166532360252
0,922210361824351
1,61004062292710
1,67745280616737
1,24834341304187
3,04875892667763
1,46839508271328
1,75420938367651
1,03360936850592
2,04531007923313
0,729009605038822
1,64741892681891
0,904864634550713
1,23057203187086
0,300784424463768
0,499187325059803
0,567832930827975
0,670797732594084
0,512927304526711
0,289949802233211
0,719102613970860
0,315116074867449
0,872325847803684
0,223794342916710
0,310242646971689
0,607060264666046
0,903743734652599
0,306946614363348
0,574287763533705
0,119758538370142
0,685957433856843
0,216285675498523
0,378975238392231
0,610512162837949
0,496187494804132
0,610050596729679
0,398677707550953
1,15161988384047
0,0623584365456499
0,917101302903529
0,332044190108179
1,06167668068874
0,221085187814476
0,832501333857000
0,237412685244462
0,591125461971675
0,318324518391950
0,368576993329950
0,669670151602317
0,709684091962873
0,234625489582482
0,399002088109074
0,0814788214264638
0,436138316475648
0,348600000000000
0,436138316475648
0,0814788214264638
0,399002088109074
0,234625489582482
0,709684091962873
0,669670151602317
0,368576993329950
0,318324518391950
0,591125461971675
0,237412685244462
0,832501333857000
0,221085187814476
1,06167668068874
0,332044190108179
0,917101302903529
0,0623584365456499
1,15161988384047
0,398677707550953
0,610050596729679
0,496187494804132
0,610512162837949
0,378975238392231
0,216285675498523
0,685957433856843
0,119758538370142
0,574287763533705
0,306946614363348
0,903743734652599
0,607060264666046
0,310242646971689
0,223794342916710
0,872325847803684
0,315116074867449
0,719102613970860
0,289949802233211
0,512927304526711
0,670797732594084
0,567832930827975
0,499187325059803
0,300784424463768
1,23057203187086
0,904864634550713
1,64741892681891
0,729009605038822
2,04531007923313
1,03360936850592
1,75420938367651
1,46839508271328
3,04875892667763
1,24834341304187
1,67745280616737
1,61004062292710
0,922210361824351
3,08166532360252
3,57346756726393
1,41574587113496
1,23611792875606
2,98444403489155
3,19680589958762
