0,504999999999999
2,78995067126790
6,80001331228666
12,3984073572183
9,75428747600717
19,3758289732874
15,3968059402998
8,62076815039773
7,12220852587350
9,80985916230955
14,4472693333374
16,9395933715426
13,4894814631956
9,24427119904244
10,9844529493667
10,9194765362529
12,4901287251539
11,9010717206241
9,29989329110731
8,85830738838885
7,79246924344267
7,72077853492544
7,11311681793033
5,97891614577602
5,02592759664785
4,28554624923624
3,75069741290743
3,11233065164148
2,75342609677783
2,63017173634320
2,40368602358960
2,66263619707439
2,64850819099436
2,75837494477384
2,91234707340944
2,87676576955150
3,23557590300452
3,45121915509175
3,58072436035395
3,53128390783465
2,99460359814116
3,20092918362116
3,08977267643773
3,58116995157020
3,52855483202363
2,84691276547466
2,71807012302658
1,87781218776030
3,14497507831995
4,25504907399465
4,26499846072769
3,52932431235802
2,40279061767671
2,52285762832692
3,95259222772902
4,18226424926878
2,48223882720747
1,79209976120862
2,03124607880011
1,84631788822577
1,74840000000000
1,84631788822577
2,03124607880011
1,79209976120862
2,48223882720747
4,18226424926878
3,95259222772902
2,52285762832692
2,40279061767671
3,52932431235802
4,26499846072769
4,25504907399465
3,14497507831995
1,87781218776030
2,71807012302658
2,84691276547466
3,52855483202363
3,58116995157020
3,08977267643773
3,20092918362116
2,99460359814116
3,53128390783465
3,58072436035395
3,45121915509175
3,23557590300452
2,87676576955150
2,91234707340944
2,75837494477384
2,64850819099436
2,66263619707439
2,40368602358960
2,63017173634320
2,75342609677783
3,11233065164148
3,75069741290743
4,28554624923624
5,02592759664785
5,97891614577602
7,11311681793033
7,72077853492544
7,79246924344267
8,85830738838885
9,29989329110731
11,9010717206241
12,4901287251539
10,9194765362529
10,9844529493667
9,24427119904244
13,4894814631956
16,9395933715426
14,4472693333374
9,80985916230955
7,12220852587350
8,62076815039773
15,3968059402998
19,3758289732874
9,75428747600717
12,3984073572183
6,80001331228666
2,78995067126790
